11+38+4+46+0+16|0|0|-1,47|FRI|1,25430210325048|0
11+38+4+46+22+46|0|0|-1,14|FRII|0,795411089866157|0
11+38+4+50+15+23|0|0|-1,17|Undefined|1,12428298279159|0
11+38+5+47+21+50|0|0|-1,39|FRI|0,772466539196941|0
11+38+8+48+6+14|0|0|-0,95|FRI|0,734225621414914|0
11+38+10+45+33+17|0|0|-1,74|FRI|1,04780114722753|0
11+38+10+51+3+42|0|0|-1,58|Undefined|0,744423199490121|0
11+38+16+46+54+35|0|0|-1,34|FRI|0,734225621414914|0
11+38+16+51+4+25|0|0|-2,48|FRI|0,772466539196941|0
11+38+18+48+4+9|0|0|-1,21|FRII|0,851497769279796|0
11+38+25+46+8+19|0|0|-1,02|FRII|0,933078393881453|0
11+38+25+49+28+36|0|0|-1,42|FRII|1,39451880178458|0
11+38+27+45+39+52|0|0|-1,61|Undefined|1,02995538559592|0
11+38+27+49+48+16|0|0|-1,02|FRI|1,2797960484385|0
11+38+27+51+5+55|0|0|-1,39|FRI|0,777565328234544|0
11+38+28+45+8+34|0|0|-1,56|Undefined|1,01465901848311|0
11+38+29+51+55+42|0|0|-0,96|FRI|0,961121733588273|0
11+38+30+45+9+31|0|0|-1,31|Undefined|0,956022944550669|0
11+38+32+45+41+54|0|0|-1,16|Undefined|1,07584448693435|0
11+38+52+50+16+1|0|0|-0,95|FRII|1,22625876354366|0
11+39+0+45+18+0|0|0|-1,6|Undefined|0,945825366475462|0
11+39+1+51+4+22|0|0|-1,07|Undefined|0,75717017208413|0
11+39+4+46+32+41|0|0|-1,3|FRII|0,797960484384959|0
11+39+19+48+58+51|0|0|-1|FRI|0,999362651370299|0
11+39+28+50+32+14|0|0|-1,54|Undefined|1,12173358827279|0
11+39+37+47+19+52|0|0|-0,93|Undefined|0,82855321861058|0
11+39+52+47+5+14|0|0|-0,98|Undefined|1,27214786488209|0
11+39+52+50+14+52|0|0|-1,18|FRI|1,2925430210325|0
11+39+56+49+2+27|0|0|-1,06|FRI|0,843849585723391|0
11+40+1+47+0+2|0|0|-0,95|Undefined|1,23135755258126|0
11+40+3+51+6+18|0|0|-1,73|Undefined|1,26704907584449|0
11+40+6+46+44+51|0|0|-1,47|FRI|1,0019120458891|0
11+40+8+45+38+14|0|0|-1,02|FRI|0,961121733588273|0
11+40+13+50+10+20|0|0|-0,96|FRI|1,11153601019758|0
11+40+19+50+27+43|0|0|-1,24|FRI|1,1421287444232|0
11+40+28+45+0+46|0|0|-0,9|FRI|1,06309751434034|0
11+40+30+50+27+43|0|0|-1,83|FRI|1,17272147864882|0
11+40+32+46+28+28|0|0|-0,92|FRI|0,869343530911408|0
11+40+32+46+40+1|0|0|-1,13|Undefined|1,11918419375398|0
11+40+35+49+7+11|0|0|-1,13|Undefined|1,11153601019758|0
11+40+40+45+49+6|0|0|-1,03|Undefined|0,938177182919057|0
11+40+44+46+10+27|0|0|-0,94|Undefined|0,724028043339707|0
11+40+46+48+54+6|0|0|-1,04|FRI|0,708731676226896|0
11+40+54+48+9+59|0|0|-1,91|Undefined|0,820905035054175|0
11+41+6+49+58+54|0|0|-2,44|Undefined|1,08094327597196|0
11+41+10+49+57+33|0|0|-1,57|FRI|1,23390694710006|0
11+41+16+47+44+5|0|0|-1,39|Undefined|0,922880815806246|0
11+41+30+47+51+8|0|0|-1,11|Undefined|0,823454429572976|0
11+41+38+47+9+52|0|0|-0,94|FRI|1,06564690885915|0
11+41+42+48+38+35|0|0|-0,97|Undefined|0,859145952836201|0
11+41+54+49+35+1|0|0|-0,9|FRII|1,144678138942|0
11+41+54+51+56+46|0|0|-1,14|Undefined|0,787762906309751|0
11+41+56+49+18+51|0|0|-1,18|FRI|0,792861695347355|0
11+42+0+52+24+5|0|0|-0,94|FRII|0,950924155513066|0
11+42+15+52+19+41|0|0|-0,96|Undefined|0,963671128107074|0
11+42+17+45+53+44|0|0|-0,95|FRI|0,994263862332696|0
11+42+18+51+20+57|0|0|-1,68|Undefined|0,989165073295092|0
11+42+24+51+20+8|0|0|-1|Undefined|1,00956022944551|0
11+42+28+50+45+28|0|0|-0,91|FRI|1,13448056086679|0
11+42+31+51+37+51|0|0|-0,95|Undefined|0,8565965583174|0
11+42+34+52+21+11|0|0|-1,01|FRI|0,97131931166348|0
11+42+50+46+38+41|0|0|-1|Undefined|0,953473550031867|0
11+42+52+51+21+36|0|0|-0,98|FRII|1,05799872530274|0
11+42+53+46+24+16|0|0|-1,01|FRI|1,04780114722753|0
11+42+56+47+59+44|0|0|-1,26|FRI|0,961121733588273|0
11+42+56+49+50+44|0|0|-1,04|FRI|0,915232632249841|0
11+43+25+47+49+37|0|0|-0,95|FRII|0,780114722753346|0
11+43+27+51+2+35|0|0|-1,14|FRI|1,12173358827279|0
11+43+39+46+21+20|0|0|-1,02|FRI|1,97068196303378|0
11+43+42+47+59+26|0|0|-2,07|Undefined|0,882090503505417|0
11+43+44+47+58+18|0|0|-2,03|Undefined|0,790312300828553|0
11+43+46+49+6+43|0|0|-0,95|Undefined|0,912683237731039|0
11+43+48+47+18+17|0|0|-1,08|FRII|0,968769917144678|0
11+43+51+51+34+52|0|0|-1,1|Undefined|0,754620777565328|0
11+43+52+46+46+25|0|0|-0,97|Undefined|0,953473550031867|0
11+43+56+49+49+53|0|0|-1,48|Undefined|1,17527087316762|0
11+44+6+46+6+18|0|0|-1,18|FRI|0,97131931166348|0
11+44+13+46+44+25|0|0|-0,92|Undefined|0,854047163798598|0
11+44+18+47+17+27|0|0|-1,62|Undefined|1,0044614404079|0
11+44+20+45+39+41|0|0|-1,01|Undefined|0,97131931166348|0
11+44+20+49+16+15|0|0|-1,12|FRI|0,922880815806246|0
11+44+27+46+40+30|0|0|-1,67|Undefined|0,826003824091778|0
11+44+33+48+16+9|0|0|-0,91|Undefined|0,752071383046526|0
11+44+37+46+32+20|0|0|-1,11|Undefined|0,75717017208413|0
11+44+44+51+23+35|0|0|-1,01|FRI|0,994263862332696|0
11+44+48+50+23+2|0|0|-1,86|FRI|1,18036966220523|0
11+44+58+50+16+18|0|0|-0,95|Undefined|1,01210962396431|0
11+45+0+51+57+50|0|0|-1,64|FRI|1,03505417463352|0
11+45+2+52+13+15|0|0|-0,95|Undefined|0,981516889738687|0
11+45+8+49+43+13|0|0|-6,16|Undefined|1,1497769279796|0
11+45+15+46+10+15|0|0|-1,65|FRI|0,820905035054175|0
11+45+22+46+0+54|0|0|-1,21|FRI|0,843849585723391|0
11+45+24+45+0+24|0|0|-0,93|FRI|1,23645634161887|0
11+45+30+46+36+13|0|0|-1,1|Undefined|0,767367750159337|0
11+45+33+48+8+58|0|0|-0,96|FRI|0,861695347355003|0
11+45+43+49+46+8|0|0|-1,17|FRI|1,47609942638623|0
11+46+3+48+24+48|0|0|-1,89|FRI|0,644996813256851|0
11+46+6+48+54+6|0|0|-1,05|FRI|0,718929254302103|0
11+46+7+46+25+54|0|0|-1,02|Undefined|0,787762906309751|0
11+46+11+51+46+44|0|0|-1,65|Undefined|0,912683237731039|0
11+46+15+45+20+38|0|0|-1,14|FRI|1,03760356915233|0
11+46+16+51+45+16|0|0|-1,58|Undefined|0,948374760994264|0
11+46+26+50+10+37|0|0|-2,43|Undefined|1,30528999362651|0
11+46+30+50+46+3|0|0|-0,92|FRI|0,907584448693435|0
11+46+40+48+15+21|0|0|-1,11|FRI|0,655194391332059|0
11+46+43+48+16+32|0|0|-1|FRI|0,65774378585086|0
11+46+50+46+53+37|0|0|-1,24|FRI|1,01720841300191|0
11+46+52+50+57+15|0|0|-0,97|FRI|0,851497769279796|0
11+47+4+49+41+1|0|0|-2,03|Undefined|0,930528999362651|0
11+47+5+46+9+12|0|0|-1,05|FRI|0,762268961121734|0
11+47+7+50+30+53|0|0|-0,97|FRI|1,18291905672403|0
11+47+9+50+45+25|0|0|-1,41|FRI|0,950924155513066|0
11+47+14+45+17+20|0|0|-1|FRI|1,26195028680688|0
11+47+33+47+25+33|0|0|-0,92|Undefined|0,762268961121734|0
11+47+34+48+3+3|0|0|-1,11|Undefined|0,790312300828553|0
11+47+39+48+3+45|0|0|-1,45|Undefined|0,803059273422562|0
11+47+40+49+26+42|0|0|-1,45|Undefined|0,854047163798598|0
11+47+47+45+47+44|0|0|-1,27|Undefined|0,797960484384959|0
11+47+47+48+7+20|0|0|-1,34|FRI|0,925430210325048|0
