11+0+10+43+50+48|0|0|-1,01|FRII|1,01359703337454|0
11+0+15+42+59+35|0|0|-0,93|FRII|0,914709517923362|0
11+0+29+42+22+29|0|0|-0,95|FRII|0,909765142150803|0
11+0+31+44+51+27|0|0|-0,9|Undefined|0,660074165636588|0
11+0+39+43+58+49|0|0|-0,9|FRI|1,00370828182942|0
11+0+41+43+17+47|0|0|-1,31|Undefined|0,897404202719406|0
11+1+15+43+50+21|0|0|-1,17|FRI|0,877626699629172|0
11+1+17+44+21+43|0|0|-0,9|FRI|1,02595797280593|0
11+1+31+42+32+29|0|0|-1|FRI|0,84548825710754|0
11+1+31+42+45+10|0|0|-1,05|Undefined|0,897404202719406|0
11+1+49+44+58+58|0|0|-0,95|FRI|0,758961681087763|0
11+2+5+41+27+42|0|0|-1,17|FRI|0,946847960444994|0
11+2+11+41+24+19|0|0|-1,04|FRI|0,964153275648949|0
11+2+17+41+4+32|0|0|-1|FRI|1,00865265760198|0
11+2+26+40+57+54|0|0|-1,11|Undefined|1,03337453646477|0
11+2+31+44+52+26|0|0|-1,18|FRI|0,719406674907293|0
11+2+34+41+56+40|0|0|-1,1|Undefined|0,912237330037083|0
11+2+38+41+59+38|0|0|-1,21|Undefined|0,966625463535228|0
11+2+42+41+58+5|0|0|-1,08|Undefined|0,976514215080346|0
11+2+45+41+21+46|0|0|-0,98|Undefined|1,11001236093943|0
11+2+56+41+33+55|0|0|-0,96|FRII|0,929542645241038|0
11+2+56+43+41+39|0|0|-1,5|Undefined|1,30778739184178|0
11+2+58+43+1+9|0|0|-2,24|Undefined|0,719406674907293|0
11+3+0+43+2+42|0|0|-0,94|FRI|0,726823238566131|0
11+3+7+43+16+31|0|0|-1,07|FRI|1,06798516687268|0
11+3+33+44+1+25|0|0|-1,13|FRI|1,11742892459827|0
11+3+42+43+32+60|0|0|-0,94|FRII|0,934487021013597|0
11+3+47+43+59+12|0|0|-1,31|Undefined|0,867737948084054|0
11+3+53+42+48+7|0|0|-1,31|FRI|0,88257107540173|0
11+4+15+43+51+18|0|0|-0,99|FRII|1,10012360939431|0
11+4+19+42+19+29|0|0|-2,82|Undefined|0,622991347342398|0
