WENSS|WNB1022,4+35|10+25+20+34+56+58|0,047|0,047|Unchecked|0
WENSS|WNB1022,4+36|10+25+20+35+54+25|0,19|0,0492|Unchecked|0
WENSS|WNB1022,4+37|10+25+23+37+26+49|0,116|0,0624|Unchecked|0
WENSS|WNB1022,6+33|10+25+25+32+52+48|0,021|0,021|Unchecked|0
WENSS|WNB1022,6+35|10+25+29+35+30+32|0,027|0,0089|Unchecked|0
WENSS|WNB1022,6+34|10+25+32+34+10+30|0,351|0,351|Unchecked|0
WENSS|WNB1022,6+36|10+25+33+35+57+44|0,116|0,00805|Unchecked|0
WENSS|WNB1022,6+34|10+25+33+33+48+4|0,02|0,02|Unchecked|0
WENSS|WNB1022,6+37|10+25+36+37+39+47|0,015|0,0082|Unchecked|0
WENSS|WNB1022,7+37|10+25+38+37+20+1|0,328|0,0933|Unchecked|0
WENSS|WNB1022,7+37|10+25+39+36+46+49|0,031|0,0075|Unchecked|0
WENSS|WNB1022,8+32|10+25+42+32+38+41|0,065|0,00725|Unchecked|0
WENSS|WNB1022,8+35|10+25+42+35+8+18|0,025|0,025|Unchecked|0
WENSS|WNB1022,8+35|10+25+44+34+50+49|0,313|0,1101|Unchecked|0
WENSS|WNB1022,8+32|10+25+45+32+37+22|0,052|0,01927|Unchecked|0
WENSS|WNB1022,8+37|10+25+46+36+45+15|0,057|0,0212|Unchecked|0
WENSS|WNB1022,8+37|10+25+46+37+23+56|0,028|0,0116|Unchecked|0
WENSS|WNB1023,0+33|10+25+54+33+11+44|0,018|0,0042|Unchecked|0
WENSS|WNB1023,0+37|10+25+55+36+52+15|0,026|0,0071|Unchecked|0
WENSS|WNB1023,1+32|10+25+58+32+30+14|0,047|0,047|Unchecked|0
WENSS|WNB1023,1+34|10+25+59+33+50+55|0,014|0,0017|Unchecked|0
WENSS|WNB1023,1+36|10+26+0+36+43+34|0,039|0,00204|Unchecked|0
WENSS|WNB1023,1+35|10+26+2+35+38+41|0,053|0,00885|Unchecked|0
WENSS|WNB1023,1+32|10+26+2+32+24+15|0,061|0,0235|Unchecked|0
WENSS|WNB1023,2+36|10+26+4+36+39+46|0,034|0,0172|Unchecked|0
WENSS|WNB1023,1+36|10+26+4+36+4+57|0,025|0,00827|Unchecked|0
WENSS|WNB1023,2+34|10+26+9+34+4+59|0,048|0,0078|Unchecked|0
WENSS|WNB1023,3+34|10+26+10+34+11+12|0,03|0,0083|Unchecked|0
WENSS|WNB1023,2+36|10+26+11+36+40+8|0,053|0,0186|Unchecked|0
WENSS|WNB1023,3+33|10+26+11+33+35+57|0,014|0,007|Unchecked|0
WENSS|WNB1023,3+32|10+26+12+32+14+48|0,027|0,0101|Unchecked|0
WENSS|WNB1023,5+33|10+26+14+33+0+3|0,029|0,0157|Unchecked|0
WENSS|WNB1023,4+36|10+26+19+36+26+1|0,099|0,01496|Unchecked|0
WENSS|WNB1023,4+34|10+26+21+34+25+24|0,088|0,02572|Unchecked|0
WENSS|WNB1023,5+33|10+26+21+32+59+12|0,213|0,0475|Unchecked|0
WENSS|WNB1023,5+33|10+26+22+32+59+5|0,183|0,0475|Unchecked|0
WENSS|WNB1023,5+35|10+26+23+35+24+56|0,054|0,0039|Unchecked|0
WENSS|WNB1023,5+33|10+26+24+33+41+45|0,09|0,0657|Unchecked|0
WENSS|WNB1023,5+37|10+26+27+37+19+43|0,018|0,0057|Unchecked|0
WENSS|WNB1023,5+35|10+26+29+35+22+56|0,021|0,00519|Unchecked|0
WENSS|WNB1023,6+36|10+26+32+36+11+19|0,046|0,0126|Unchecked|0
WENSS|WNB1023,8+33|10+26+39+32+48+25|0,083|0,028|Unchecked|0
WENSS|WNB1023,7+35|10+26+41+35+38+18|0,399|0,1508|Unchecked|0
WENSS|WNB1023,8+37|10+26+45+36+58+26|0,278|0,20547|Unchecked|0
WENSS|WNB1023,9+35|10+26+47+34+56+50|0,128|0,01905|Unchecked|0
WENSS|WNB1023,9+36|10+26+49+36+43+39|0,02|0,00843|Unchecked|0
WENSS|WNB1023,9+35|10+26+52+34+52+24|0,017|0,009|Unchecked|0
WENSS|WNB1024,0+33|10+26+55+33+22+7|0,062|0,0178|Unchecked|0
WENSS|WNB1024,1+35|10+26+59+35+36+3|0,015|0,0122|Unchecked|0
WENSS|WNB1024,1+36|10+27+1+35+52+52|0,014|0,003|Unchecked|0
WENSS|WNB1024,1+35|10+27+1+35+10+3|0,099|0,0413|Unchecked|0
WENSS|WNB1024,1+36|10+27+5+36+41+16|0,036|0,0138|Unchecked|0
WENSS|WNB1024,2+34|10+27+6+34+42+17|0,06|0,002|Unchecked|0
WENSS|WNB1024,2+36|10+27+10+36+44+10|0,025|0,0037|Unchecked|0
WENSS|WNB1024,3+34|10+27+12+34+12+56|0,008|0,00231|Unchecked|0
WENSS|WNB1024,3+32|10+27+13+32+16+48|0,017|0,0054|Unchecked|0
WENSS|WNB1024,3+36|10+27+16+36+31+21|0,02|0,01|Unchecked|0
WENSS|WNB1024,4+34|10+27+16+34+0+3|0,019|0,0167|Unchecked|0
WENSS|WNB1024,4+33|10+27+20+33+7+46|0,013|0,013|Unchecked|0
WENSS|WNB1024,4+34|10+27+21+34+2+46|0,016|0,016|Unchecked|0
WENSS|WNB1024,5+34|10+27+23+34+9+51|0,328|0,328|Unchecked|0
WENSS|WNB1024,5+32|10+27+24+32+39+45|0,021|0,0098|Unchecked|0
WENSS|WNB1024,5+34|10+27+24+34+10+29|0,545|0,129|Unchecked|0
WENSS|WNB1024,5+34|10+27+26+34+11+27|0,217|0,061|Unchecked|0
WENSS|WNB1024,6+35|10+27+32+35+26+13|0,018|0,012|Unchecked|0
WENSS|WNB1024,6+34|10+27+33+34+40+16|0,059|0,00906|Unchecked|0
WENSS|WNB1024,7+35|10+27+35+35+3+54|0,021|0,00221|Unchecked|0
WENSS|WNB1024,7+37|10+27+37+37+3+52|0,062|0,00982|Unchecked|0
WENSS|WNB1024,7+32|10+27+38+32+34+47|0,017|0,00241|Unchecked|0
WENSS|WNB1024,7+37|10+27+39+37+12+46|0,287|0,287|Unchecked|0
WENSS|WNB1024,8+33|10+27+41+33+33+51|0,022|0,00862|Unchecked|0
WENSS|WNB1024,9+34|10+27+43+34+32+59|0,1|0,0425|Unchecked|0
WENSS|WNB1024,8+34|10+27+44+34+22+23|0,041|0,041|Unchecked|0
WENSS|WNB1024,9+36|10+27+47+35+46+19|0,022|0,0101|Unchecked|0
WENSS|WNB1024,9+37|10+27+48+37+27+13|0,023|0,023|Unchecked|0
WENSS|WNB1024,9+34|10+27+49+34+35+20|0,099|0,0374|Unchecked|0
WENSS|WNB1024,9+36|10+27+50+36+33+48|0,016|0,016|Unchecked|0
WENSS|WNB1025,0+33|10+27+52+33+39+3|0,022|0,00748|Unchecked|0
WENSS|WNB1025,1+34|10+28+0+34+21+18|0,113|0,01033|Unchecked|0
WENSS|WNB1025,1+35|10+28+2+35+43+15|0,082|0,0062|Unchecked|0
WENSS|WNB1025,1+34|10+28+2+34+10+11|0,178|0,178|Unchecked|0
WENSS|WNB1025,1+33|10+28+3+33+6+47|0,024|0,0127|Unchecked|0
WENSS|WNB1025,1+36|10+28+3+36+8+51|0,035|0,014|Unchecked|0
WENSS|WNB1025,1+36|10+28+4+36+34+34|0,088|0,0319|Unchecked|0
WENSS|WNB1025,3+32|10+28+11+32+14+55|0,014|0,014|Unchecked|0
WENSS|WNB1025,3+32|10+28+11+32+31+35|0,052|0,0269|Unchecked|0
WENSS|WNB1025,3+35|10+28+12+35+20+23|0,028|0,01294|Unchecked|0
WENSS|WNB1025,4+34|10+28+15+34+12+57|0,028|0,028|Unchecked|0
WENSS|WNB1025,4+33|10+28+18+33+35+47|0,047|0,016011|Unchecked|0
WENSS|WNB1025,5+35|10+28+22+35+6+27|0,194|0,194|Unchecked|0
WENSS|WNB1025,5+33|10+28+22+33+39+33|0,015|0,0055|Unchecked|0
WENSS|WNB1025,5+33|10+28+23+33+20+35|0,111|0,0457|Unchecked|0
WENSS|WNB1025,5+37|10+28+25+37+35+29|0,04|0,017|Unchecked|0
WENSS|WNB1025,6+32|10+28+26+32+15+46|0,017|0,04|Unchecked|0
WENSS|WNB1025,5+36|10+28+28+35+53+7|0,372|0,155|Unchecked|0
WENSS|WNB1025,6+33|10+28+29+33+15+40|0,059|0,059|Unchecked|0
WENSS|WNB1025,6+37|10+28+30+37+15+7|0,62|0,62|Unchecked|0
WENSS|WNB1025,6+32|10+28+31+32+20+41|0,07|0,0242|Unchecked|0
WENSS|WNB1025,6+32|10+28+32+32+22+1|0,219|0,00392|Unchecked|0
WENSS|WNB1025,6+32|10+28+32+32+22+38|0,148|0,0393|Unchecked|0
WENSS|WNB1025,7+33|10+28+37+32+47+44|0,019|0,01|Unchecked|0
WENSS|WNB1025,7+37|10+28+40+37+18+4|0,072|0,072|Unchecked|0
WENSS|WNB1025,8+34|10+28+41+33+51+41|0,028|0,028|Unchecked|0
WENSS|WNB1025,8+34|10+28+43+34+12+53|0,017|0,00611|Unchecked|0
WENSS|WNB1025,8+35|10+28+44+35+27+56|0,046|0,01371|Unchecked|0
WENSS|WNB1025,8+36|10+28+45+36+12+23|0,023|0,01094|Unchecked|0
WENSS|WNB1025,9+33|10+28+48+33+14+37|0,028|0,0178|Unchecked|0
WENSS|WNB1025,9+36|10+28+49+35+50+3|0,025|0,00603|Unchecked|0
WENSS|WNB1025,9+37|10+28+50+37+6+46|0,716|0,4178|Unchecked|0
WENSS|WNB1026,0+33|10+28+51+32+56+55|0,18|0,18|Unchecked|0
WENSS|WNB1025,9+36|10+28+52+36+42+7|0,133|0,01457|Unchecked|0
WENSS|WNB1025,9+36|10+28+52+36+41+56|0,16|0,01457|Unchecked|0
WENSS|WNB1026,0+33|10+28+53+33+2+13|0,017|0,00164|Unchecked|0
WENSS|WNB1025,9+36|10+28+56+36+40+40|0,026|0,026|Unchecked|0
WENSS|WNB1026,1+35|10+29+1+35+11+36|0,135|0,04206|Unchecked|0
WENSS|WNB1026,1+37|10+29+4+36+47+40|0,058|0,00269|Unchecked|0
WENSS|WNB1026,2+35|10+29+7+34+53+56|0,02|0,00295|Unchecked|0
WENSS|WNB1026,3+37|10+29+16+37+5+43|0,821|0,1786|Unchecked|0
WENSS|WNB1026,4+36|10+29+20+35+54+0|0,025|0,025|Unchecked|0
WENSS|WNB1026,4+37|10+29+22+37+21+30|0,215|0,02581|Unchecked|0
WENSS|WNB1026,5+32|10+29+23+32+24+55|0,049|0,0118|Unchecked|0
WENSS|WNB1026,5+37|10+29+25+36+48+32|0,07|0,07|Unchecked|0
WENSS|WNB1026,5+33|10+29+26+33+22+59|0,065|0,01504|Unchecked|0
WENSS|WNB1026,6+37|10+29+30+37+33+45|0,163|0,0661|Unchecked|0
WENSS|WNB1026,6+35|10+29+32+35+4+49|0,101|0,0299|Unchecked|0
WENSS|WNB1026,7+32|10+29+32+32+34+32|0,022|0,022|Unchecked|0
WENSS|WNB1026,8+34|10+29+40+34+9+59|0,021|0,00378|Unchecked|0
WENSS|WNB1026,8+33|10+29+43+33+5+15|0,105|0,105|Unchecked|0
WENSS|WNB1026,8+33|10+29+43+33+11+53|0,04|0,0146|Unchecked|0
WENSS|WNB1026,8+37|10+29+44+37+1+53|0,096|0,033244|Unchecked|0
WENSS|WNB1026,8+36|10+29+45+35+48+40|0,188|0,188|Unchecked|0
WENSS|WNB1026,9+35|10+29+47+35+43+37|0,089|0,0245|Unchecked|0
WENSS|WNB1026,9+32|10+29+48+32+15+29|0,124|0,041|Unchecked|0
WENSS|WNB1026,9+35|10+29+51+34+59+12|0,02|0,0064|Unchecked|0
WENSS|WNB1026,9+35|10+29+51+35+44+52|0,218|0,0499|Unchecked|0
WENSS|WNB1026,9+37|10+29+52+37+42+39|0,016|0,0111|Unchecked|0
WENSS|WNB1027,0+33|10+29+52+33+14+55|0,233|0,0819|Unchecked|0
WENSS|WNB1027,0+34|10+29+56+34+15+9|0,008|0,00247|Unchecked|0
WENSS|WNB1027,1+32|10+29+59+32+24+17|0,159|0,0968|Unchecked|0
WENSS|WNB1027,1+32|10+30+0+32+13+24|0,021|0,0105|Unchecked|0
WENSS|WNB1027,1+32|10+30+2+32+40+3|0,02|0,00851|Unchecked|0
WENSS|WNB1027,3+33|10+30+4+32+49+28|0,009|0,0039|Unchecked|0
WENSS|WNB1027,3+34|10+30+11+34+0+12|0,014|0,0037|Unchecked|0
WENSS|WNB1027,3+34|10+30+12+34+33+25|0,022|0,022|Unchecked|0
WENSS|WNB1027,3+37|10+30+13+36+57+49|0,145|0,0479|Unchecked|0
WENSS|WNB1027,4+34|10+30+15+33+46+32|0,054|0,01|Unchecked|0
WENSS|WNB1027,4+35|10+30+16+35+30+5|0,114|0,0378|Unchecked|0
WENSS|WNB1027,4+35|10+30+18+35+14+2|0,081|0,0186|Unchecked|0
WENSS|WNB1027,4+32|10+30+20+32+30+51|1,184|1,06|Unchecked|0
WENSS|WNB1027,4+32|10+30+20+32+30+50|1,06|1,06|Unchecked|0
WENSS|WNB1027,5+33|10+30+23+33+1+29|0,025|0,0239|Unchecked|0
WENSS|WNB1027,5+33|10+30+24+33+39+29|0,015|0,015|Unchecked|0
WENSS|WNB1027,5+33|10+30+26+33+13+27|0,421|0,1256|Unchecked|0
WENSS|WNB1027,6+35|10+30+30+35+40+38|0,02|0,00295|Unchecked|0
WENSS|WNB1027,6+36|10+30+31+36+43+50|0,027|0,027|Unchecked|0
WENSS|WNB1027,6+35|10+30+33+35+9+31|0,019|0,00494|Unchecked|0
WENSS|WNB1027,8+36|10+30+36+35+54+59|0,121|0,05|Unchecked|0
WENSS|WNB1027,7+33|10+30+37+32+50+27|0,018|0,018|Unchecked|0
WENSS|WNB1027,8+35|10+30+40+35+12+48|0,019|0,0028|Unchecked|0
